Auto0000,4692188.455,7511418.014,619.782,2DDrafti 9663
Auto0001,4692192.143,7511399.985,619.690,2DDrafti 10798
Auto0002,4692216.983,7511404.071,619.509,2DDrafti 9658
Auto0003,4692214.031,7511422.822,619.473,2DDrafti 9654
001,4692217.241,7511429.663,619.316,
002,4692220.829,7511399.418,619.577,
003,4692185.120,7511395.028,619.756,
004,4692182.157,7511413.772,619.880,
005,4692182.016,7511419.275,619.857,
006,4692181.062,7511423.016,619.405,
007,4692195.270,7511425.158,619.482,
008,4692183.050,7511422.033,619.536,bodrumi 10351
009,4692213.250,7511426.947,619.400,bodrumi 10336
010,4692217.719,7511399.574,619.657,bodrumi 10340
v4,4692187.260,7511396.425,0.300,bodrumi 10340
011,4692187.309,7511396.484,619.687,v4
012,4692190.242,7511387.445,620.493,NewDrawi 10610
013,4692190.228,7511387.474,619.481,NewDrawi 10610
014,4692186.901,7511386.566,619.933,NewDrawi 10606
015,4692189.149,7511377.881,619.903,NewDrawi 10566
016,4692178.514,7511406.998,619.756,trotuar
niv_t_0,4692211.309,7511425.033,613.256,
017,4692178.301,7511406.954,619.784,trotuar
niv_t_1,4692213.204,7511400.987,613.284,
niv_0-0,4692202.474,7511414.257,612.484,
018,4692178.334,7511406.902,619.755,trotuar
niv_t-1,4692189.500,7511400.329,613.255,
niv_0-2,4692196.342,7511409.408,612.455,
niv_l-3,4692212.921,7511411.645,611.955,
niv_t-z-4,4692190.553,7511420.329,613.855,
niv_0-z-5,4692192.132,7511415.197,613.055,
019,4692209.298,7511414.976,612.512,bodrumi 12463
020,4692210.159,7511409.577,612.562,bodrumi 12488
021,4692215.932,7511410.591,612.800,bodrumi 12492
022,4692215.420,7511414.010,612.737,bodrumi 12496
023,4692212.807,7511413.600,612.610,bodrumi 12500
024,4692212.513,7511415.471,612.551,bodrumi 12504
025,4692213.283,7511426.972,613.878,bodrumi 10480
026,4692213.744,7511428.084,613.896,e1
027,4692183.137,7511422.118,613.913,bodrumi 10495
028,4692182.268,7511421.727,613.949,e1
029,4692203.336,7511414.390,612.447,e0
030,4692216.318,7511427.594,619.386,e2
031,4692215.982,7511428.007,619.365,e2
032,4692215.199,7511429.558,619.341,e2
033,4692216.450,7511430.320,619.345,e2
034,4692214.913,7511430.001,619.363,e2
035,4692214.163,7511429.468,619.363,e2
036,4692212.884,7511429.157,619.304,e2
037,4692204.140,7511427.391,619.204,e2
038,4692203.837,7511428.000,619.283,e2
039,4692197.892,7511426.125,619.277,e2
040,4692197.695,7511426.864,619.391,e2
041,4692193.120,7511425.244,619.294,e2
042,4692192.757,7511425.955,619.316,e2
043,4692188.462,7511424.836,619.161,e2
044,4692188.306,7511425.152,619.298,e2
045,4692183.258,7511423.694,619.225,e2
046,4692183.137,7511424.253,619.360,e2
047,4692181.413,7511422.906,619.547,e2
048,4692179.932,7511423.429,619.502,e2
049,4692179.272,7511421.276,619.683,e2
050,4692181.066,7511419.224,619.742,e2
051,4692182.793,7511410.931,619.834,e2
052,4692181.950,7511406.296,619.832,e2
053,4692183.268,7511406.645,619.712,e2
054,4692185.014,7511400.144,619.707,e2
055,4692184.212,7511398.809,619.878,e2
056,4692185.532,7511395.675,619.728,e2
057,4692186.390,7511396.107,619.570,e2
058,4692194.049,7511396.507,619.699,e2
059,4692194.322,7511395.665,619.777,e2
060,4692194.988,7511396.410,619.636,e2
061,4692214.809,7511398.571,619.656,e2
062,4692214.893,7511397.738,619.757,e2
063,4692217.746,7511399.186,619.544,e2
064,4692218.259,7511398.924,619.803,e2
065,4692218.095,7511399.489,619.675,e2
066,4692218.545,7511400.335,619.453,e2
067,4692178.569,7511406.132,619.765,trotuar
niv_t-z-6,4692185.646,7511416.237,613.765,
niv_0-z-7,4692193.012,7511402.694,613.065,
niv_l-z-8,4692208.512,7511410.194,612.565,
068,4692178.372,7511406.953,619.800,trotuar
p1,4692156.570,7511459.027,619.472,
p2,4692186.909,7511337.527,620.460,
p3,4692244.451,7511396.590,619.757,
fs1,4692186.264,7511388.749,621.620,
s3,4692244.444,7511396.593,619.809,
s2,4692186.914,7511337.522,620.402,
s1,4692156.572,7511459.029,619.491,
s4,4692177.327,7511418.594,619.962,
s5,4692180.177,7511408.466,620.025,
s6,4692191.432,7511395.595,619.888,
a1_ko_fs1,4692213.572,7511418.162,614.834,
b2-fs1,4692208.268,7511417.118,615.959,
069,4692187.284,7511396.365,615.746,b2
070,4692183.020,7511422.032,614.273,b2
071,4692217.708,7511399.474,613.938,b2
072,4692217.655,7511400.393,613.949,b2
073,4692213.328,7511427.016,613.968,b2
a1_b1_fs1,4692213.999,7511417.963,618.898,
074,4692217.675,7511399.761,617.118,b1
075,4692215.878,7511399.402,617.193,b1
076,4692187.295,7511396.367,617.096,b1
077,4692183.082,7511422.049,617.211,b1
078,4692213.345,7511427.032,617.154,b1
