Koordinatat e Katit -1B të ekzekutuar,,,,,,
Nr,Y,X,H,Kodi,Përshkrimi,Burimi
1,7511422.049,4692183.082,617.211,Kati  -1B,Shtëpi-Ndërtesë,PM
2,7511427.032,4692213.345,617.154,Kati  -1B,Shtëpi-Ndërtesë,PM
3,7511399.585,4692217.704,617.154,Kati  -1B,Shtëpi-Ndërtesë,PM
4,7511396.367,4692187.295,617.096,Kati  -1B,Shtëpi-Ndërtesë,PM
