3357	7511392.391	4692184.311	619.842
3357	7511392.385	4692184.305	619.811
3361	7511374.314	4692189.204	621.745
3361	7511374.305	4692189.196	621.729
3385	7511359.031	4692286.725	619.955
3385	7511359.026	4692286.718	619.934
3395	7511461.707	4692321.394	619.37
3395	7511461.713	4692321.386	619.388
3424	7511521.067	4692310.24	618.89
3424	7511521.072	4692310.234	618.879
